Sale_ID,Farmer_ID,Farm_ID,Market_ID,Crop,Quantity_Sold_kg,Market_Price_Naira,Transport_Cost,Storage_Cost,Loss_Transit_kg,Stored_kg,Capacity_kg,Sale_Date
S1505,F090,FP0264,M472,Maize,1685.71,239.92,6985.75,3676.5,4.29,1467.97,1859.58,22/02/2024
S1506,F210,FP1336,M174,Yam,1071.1,248.82,2246.72,5553.73,52.46,952.34,1183.4,23/10/2024
S1507,F244,FP1372,M249,Yam,2339.42,159.04,8148.29,2481.14,34.01,2055.77,2489.25,23/07/2024
S1508,F221,FP1465,M144,Yam,1381.31,302.71,1320.2,3376.5,42.23,1168.35,1423.29,28/04/2024
S1509,F178,FP0837,M930,Rice,1645.98,376.07,2174.73,1391.42,34.73,1504.9,1814.4,10/10/2024
S1510,F111,FP0692,M700,Yam,1795.97,308.06,7704.73,547.28,37.46,1291.4,1651.15,29/02/2024
S1511,F010,FP0017,M245,Yam,2826.04,120.58,8693.86,3162.93,49.0,2397.72,3087.77,11/01/2024
S1512,F202,FP1272,M118,Yam,2724.95,173.91,3843.58,3442.71,63.93,2039.35,2539.48,28/04/2024
S1513,F081,FP0199,M555,Sorghum,1767.61,246.51,4198.34,5376.88,60.54,1506.52,1834.24,02/12/2024
S1514,F296,FP0647,M454,Yam,2086.04,361.81,6226.92,2951.24,75.41,1753.4,2238.45,01/08/2024
S1515,F098,FP0062,M776,Yam,2215.25,176.59,6628.93,1608.73,81.36,2104.32,2598.04,23/03/2024
S1516,F245,FP0824,M780,Yam,1907.21,227.96,4649.23,2857.08,71.45,1690.84,1955.44,07/03/2024
S1517,F162,FP0945,M976,Yam,2338.48,210.3,5286.2,1502.56,57.55,1758.51,1989.34,09/09/2024
S1518,F178,FP1434,M568,Maize,1934.83,230.87,6557.25,1316.62,4.55,1530.64,1747.82,02/07/2024
S1519,F074,FP1034,M635,Sorghum,1826.34,129.86,4518.94,3378.92,14.48,1761.09,2062.96,17/01/2024
S1520,F289,FP0583,M649,Cassava,1891.93,361.78,5142.91,2509.9,10.78,1782.28,2080.9,02/03/2024
S1521,F269,FP0896,M920,Rice,1977.04,210.55,1916.46,2885.81,98.23,1717.25,2056.02,24/01/2024
S1522,F264,FP0312,M733,Sorghum,1566.78,210.26,4242.67,3579.5,70.22,1458.72,1767.1,05/11/2024
S1523,F042,FP0202,M970,Yam,942.68,247.8,3093.57,4492.83,43.68,849.21,1054.11,22/08/2024
S1524,F085,FP1297,M430,Sorghum,1794.23,111.99,4773.68,2167.09,87.44,1774.12,2219.7,08/11/2024
S1525,F147,FP1404,M967,Maize,1306.24,291.89,3327.32,3478.28,53.79,1220.87,1574.28,16/09/2024
S1526,F293,FP0799,M204,Rice,1799.78,243.68,4350.73,3823.05,78.37,1316.76,1614.33,21/03/2024
S1527,F020,FP1324,M426,Yam,2325.03,280.29,1045.84,2902.7,88.58,2135.55,2651.57,20/02/2024
S1528,F203,FP1433,M470,Maize,803.4,226.05,7298.06,2064.66,32.91,599.57,703.14,13/04/2024
S1529,F203,FP1130,M833,Cassava,2316.81,203.51,2658.51,4216.23,89.09,1926.97,2279.89,30/08/2024
S1530,F160,FP1264,M523,Rice,1255.35,363.79,4486.69,2241.15,5.35,1007.29,1209.76,31/07/2024
S1531,F194,FP0308,M645,Sorghum,2439.54,198.66,2788.04,935.1,18.49,1971.62,2431.01,03/08/2024
S1532,F203,FP0608,M483,Yam,1369.51,180.11,5968.97,1874.83,29.36,1282.09,1445.68,22/08/2024
S1533,F004,FP0307,M964,Maize,2260.32,325.95,5200.57,6240.11,77.1,2227.66,2680.39,14/08/2024
S1534,F038,FP1141,M787,Maize,1270.85,203.17,4129.85,2532.49,51.23,945.1,1041.49,13/02/2024
S1535,F016,FP0398,M265,Yam,1135.5,188.04,6885.88,3271.88,43.85,910.09,1074.21,01/02/2024
S1536,F129,FP0864,M634,Cassava,1623.77,390.38,10413.24,4841.56,74.9,1328.21,1470.88,21/10/2024
S1537,F270,FP1311,M562,Sorghum,2387.22,323.13,7317.43,2967.14,85.15,1712.46,2100.03,31/05/2024
S1538,F203,FP0773,M113,Rice,1739.52,173.95,5130.92,5397.44,60.95,1436.48,1834.61,09/06/2024
S1539,F017,FP0204,M985,Sorghum,748.75,334.15,3551.2,5781.42,10.47,728.36,802.35,08/11/2024
S1540,F078,FP1104,M306,Cassava,1550.02,276.5,5347.89,2072.74,34.58,1513.03,1876.25,05/10/2024
S1541,F010,FP0581,M853,Rice,990.41,284.08,6347.63,2235.21,21.9,878.8,1075.33,28/11/2024
S1542,F018,FP0605,M995,Maize,2036.7,233.19,7909.65,545.4,30.71,1672.85,1906.14,02/10/2024
S1543,F019,FP1144,M836,Cassava,2767.93,249.51,6555.33,1662.54,102.42,2215.31,2758.1,23/09/2024
S1544,F098,FP0670,M947,Sorghum,1434.0,201.65,7545.52,631.44,6.66,1430.53,1654.82,08/06/2024
S1545,F216,FP0079,M169,Maize,1596.14,218.21,7884.21,3282.78,12.77,1366.94,1710.6,03/10/2024
S1546,F297,FP0620,M855,Yam,843.35,236.49,7292.73,2570.43,32.64,740.25,850.01,15/09/2024
S1547,F115,FP1260,M338,Sorghum,1233.42,280.34,3952.03,6222.94,23.0,904.26,1005.53,30/06/2024
S1548,F148,FP0177,M370,Yam,1794.58,220.41,4432.59,4785.71,84.47,1322.86,1655.31,01/06/2024
S1549,F055,FP1219,M520,Cassava,2310.98,254.78,1695.9,5649.18,39.17,2014.55,2218.11,24/10/2024
S1550,F036,FP0416,M557,Sorghum,2332.19,259.01,8030.83,4719.73,73.2,2028.26,2593.88,31/10/2024
S1551,F177,FP0011,M818,Sorghum,1243.84,158.26,6434.83,2606.67,41.48,957.95,1111.07,10/12/2024
S1552,F212,FP0092,M921,Maize,1962.87,123.63,8234.09,1844.36,72.38,1456.43,1712.08,16/06/2024
S1553,F018,FP0845,M999,Yam,2371.68,252.94,5902.57,3416.29,92.32,2027.63,2308.48,20/02/2024
S1554,F288,FP0698,M690,Maize,1704.9,286.83,8680.07,4347.82,35.13,1268.39,1503.22,01/02/2024
S1555,F022,FP0467,M977,Maize,1578.34,153.28,7392.21,4257.82,16.95,1306.02,1470.6,08/07/2024
S1556,F137,FP0789,M832,Yam,2153.19,234.14,3395.49,590.29,60.18,1944.43,2295.5,15/05/2024
S1557,F287,FP0186,M409,Yam,2099.27,259.59,7292.36,4910.56,104.6,1837.47,2255.11,01/08/2024
S1558,F249,FP0775,M736,Yam,2327.06,264.22,6619.54,4224.92,14.79,2204.06,2488.1,07/03/2024
S1559,F211,FP1337,M604,Cassava,2294.97,243.16,5782.64,7577.57,60.72,2272.96,2733.55,21/08/2024
S1560,F010,FP1111,M579,Rice,1920.8,135.16,4605.16,2534.21,90.67,1617.33,2020.53,01/03/2024
S1561,F266,FP1271,M254,Sorghum,1667.6,306.74,6021.07,3302.61,10.08,1468.29,1735.11,28/05/2024
S1562,F050,FP1239,M991,Rice,2065.18,231.63,3913.22,3315.61,38.36,1470.58,1662.73,04/06/2024
S1563,F097,FP0198,M647,Sorghum,1739.52,325.15,6696.6,3972.38,12.43,1371.08,1515.86,03/08/2024
S1564,F172,FP1492,M748,Cassava,1869.95,280.18,5782.16,5169.95,83.12,1336.26,1708.88,03/04/2024
S1565,F120,FP0105,M674,Rice,2036.37,255.26,1175.26,2409.71,12.46,1925.87,2306.73,04/02/2024
S1566,F160,FP0264,M865,Sorghum,2577.62,236.15,7215.44,3849.9,73.86,2477.42,2932.06,19/08/2024
S1567,F005,FP0034,M792,Sorghum,2122.16,250.25,4414.15,2306.87,50.43,2058.68,2586.26,08/03/2024
S1568,F271,FP0357,M527,Yam,2268.91,172.16,5236.03,149.36,52.29,2106.88,2530.26,07/12/2024
S1569,F083,FP1242,M738,Sorghum,938.35,256.8,5585.66,179.35,15.26,783.26,997.3,06/12/2024
S1570,F158,FP0987,M959,Rice,1015.31,195.42,7956.24,776.4,45.7,900.66,1060.48,03/10/2024
S1571,F259,FP0994,M531,Rice,1424.33,346.41,9102.49,1959.29,31.56,1016.61,1254.59,26/11/2024
S1572,F271,FP0307,M984,Rice,1750.34,220.93,6762.12,3810.88,2.17,1271.73,1441.03,14/10/2024
S1573,F006,FP1143,M825,Sorghum,2109.54,213.71,8528.72,1221.21,8.98,1884.98,2316.23,04/10/2024
S1574,F289,FP0963,M965,Cassava,418.14,353.33,2547.91,2570.07,11.92,365.06,405.43,31/08/2024
S1575,F109,FP1380,M149,Sorghum,1611.28,326.22,3938.4,1177.09,53.03,1370.86,1513.06,02/04/2024
S1576,F076,FP0698,M590,Sorghum,2187.99,276.01,5830.49,3793.76,22.51,2163.29,2498.58,15/08/2024
S1577,F190,FP1030,M006,Sorghum,1306.52,156.85,3087.95,183.11,20.93,947.74,1143.65,24/01/2024
S1578,F010,FP1111,M762,Cassava,2203.09,154.28,2945.65,3524.43,37.45,1866.99,2402.39,31/07/2024
S1579,F272,FP0299,M172,Maize,2108.09,278.96,1946.18,2415.5,40.27,1490.88,1797.38,28/02/2024
S1580,F242,FP1325,M708,Cassava,1227.15,270.28,2664.96,4216.3,17.51,1219.71,1473.84,10/05/2024
S1581,F202,FP0168,M614,Cassava,2268.81,205.64,3569.47,3083.12,108.01,2111.11,2387.34,31/01/2024
S1582,F271,FP0344,M183,Maize,1764.29,137.32,5288.51,3496.18,2.4,1560.24,1817.77,01/06/2024
S1583,F267,FP0893,M201,Rice,1842.43,287.99,8527.24,4294.63,38.03,1505.23,1752.1,12/05/2024
S1584,F201,FP0446,M620,Cassava,1185.5,306.43,3929.5,2727.5,7.17,963.4,1219.23,02/05/2024
S1585,F047,FP0757,M203,Sorghum,1210.24,272.5,3610.0,4492.19,29.83,1120.25,1363.57,16/07/2024
S1586,F261,FP0286,M513,Sorghum,2982.82,257.02,5749.56,3357.38,47.48,2937.5,3389.46,27/07/2024
S1587,F016,FP0310,M949,Maize,1822.9,244.82,6538.43,2224.91,57.74,1311.83,1450.6,17/05/2024
S1588,F176,FP1173,M178,Sorghum,1662.85,231.07,1669.75,2.61,8.44,1440.4,1753.3,29/11/2024
S1589,F090,FP0343,M774,Maize,1724.77,193.58,2843.0,4389.4,35.08,1613.63,1873.3,21/11/2024
S1590,F102,FP0797,M663,Sorghum,2210.96,205.8,7784.19,2577.71,15.74,1879.6,2361.86,27/03/2024
S1591,F195,FP0307,M751,Sorghum,1357.04,257.47,850.36,225.79,28.75,1268.3,1531.48,19/08/2024
S1592,F262,FP1091,M574,Sorghum,2788.56,275.46,4845.67,3131.67,134.01,1986.95,2508.58,28/05/2024
S1593,F253,FP0038,M043,Yam,1153.35,218.55,4797.94,3461.59,3.47,1033.31,1171.23,19/05/2024
S1594,F203,FP0233,M245,Rice,2333.4,120.2,5313.77,4342.36,44.35,2051.9,2601.6,19/11/2024
S1595,F069,FP1054,M627,Cassava,2341.09,209.16,5372.11,4953.9,32.93,1788.19,2267.67,30/09/2024
S1596,F036,FP1335,M044,Maize,1194.95,184.96,2884.97,3935.01,23.62,1038.32,1204.58,12/03/2024
S1597,F239,FP1037,M122,Cassava,1741.71,254.99,6464.49,4758.02,76.49,1598.06,2077.1,08/11/2024
S1598,F253,FP0375,M291,Rice,2077.21,213.11,7418.29,3596.89,91.81,1768.63,2229.2,21/11/2024
S1599,F276,FP1120,M294,Cassava,1403.42,301.09,2493.39,3905.3,31.77,1092.43,1366.13,05/12/2024
S1600,F050,FP1231,M564,Sorghum,1870.96,201.46,6393.62,5469.35,43.01,1861.43,2174.76,17/06/2024
S1601,F299,FP0850,M663,Maize,2079.02,107.89,3307.26,1385.4,67.2,1465.22,1814.48,07/11/2024
S1602,F054,FP1089,M514,Yam,1546.29,302.1,2297.42,2549.81,52.01,1303.46,1668.81,11/10/2024
S1603,F192,FP1166,M660,Sorghum,1297.83,248.88,5524.32,2819.37,49.48,1257.05,1559.57,11/02/2024
S1604,F087,FP1440,M520,Maize,1791.66,261.42,1282.83,4190.64,6.94,1677.34,2062.83,09/12/2024
S1605,F053,FP1105,M616,Yam,2047.02,334.71,7830.41,5762.72,99.49,1706.3,1919.05,03/11/2024
S1606,F059,FP0771,M529,Maize,1727.33,264.32,4601.87,3277.24,66.33,1394.63,1583.51,04/03/2024
S1607,F145,FP0668,M690,Cassava,1966.38,279.19,2571.45,2803.8,43.71,1649.41,2123.2,11/01/2024
S1608,F272,FP0778,M360,Cassava,2559.69,279.53,8628.09,3124.48,90.77,2374.18,2934.75,16/02/2024
S1609,F283,FP1219,M780,Cassava,1784.57,339.76,4453.96,2549.33,72.13,1686.21,2065.69,29/04/2024
S1610,F260,FP0591,M691,Yam,1650.17,310.94,5627.07,2378.54,3.04,1640.33,2121.7,26/12/2024
S1611,F132,FP1259,M790,Yam,1746.91,215.27,5237.5,1730.85,17.13,1593.34,1819.3,26/02/2024
S1612,F136,FP0562,M976,Sorghum,1496.46,211.02,6472.83,2043.82,36.96,1438.06,1745.55,09/04/2024
S1613,F049,FP0046,M675,Sorghum,2204.21,230.93,1922.22,2719.87,75.21,1979.27,2401.13,30/03/2024
S1614,F273,FP0394,M786,Rice,1633.42,145.97,2327.35,1386.89,5.31,1175.42,1323.11,18/10/2024
S1615,F287,FP0511,M578,Rice,1143.55,381.48,7334.44,5382.67,41.68,1093.97,1396.13,08/04/2024
S1616,F131,FP0855,M148,Sorghum,1457.51,296.08,7011.03,2797.71,70.68,1390.9,1536.42,10/11/2024
S1617,F169,FP0710,M923,Yam,1765.32,270.29,5610.3,4722.14,40.07,1369.67,1660.07,24/11/2024
S1618,F297,FP0980,M010,Rice,1970.88,149.12,4572.15,1534.58,84.14,1777.6,2186.46,09/08/2024
S1619,F263,FP0329,M363,Sorghum,949.69,188.57,1783.8,4090.53,5.78,905.34,1069.55,26/08/2024
S1620,F289,FP0308,M262,Cassava,2243.83,184.73,4126.97,4607.52,4.88,1904.28,2291.71,25/01/2024
S1621,F229,FP1321,M727,Maize,1947.61,192.44,6685.46,3440.54,43.71,1525.72,1806.47,19/07/2024
S1622,F037,FP0731,M342,Maize,882.85,183.53,1991.51,3367.82,25.24,669.54,747.45,25/04/2024
S1623,F152,FP0899,M365,Cassava,1402.73,42.42,7982.2,2284.77,5.22,1393.51,1650.98,10/04/2024
S1624,F032,FP1111,M551,Maize,2382.61,213.32,283.91,4281.12,74.58,1785.4,2074.92,15/01/2024
S1625,F028,FP0270,M940,Rice,1154.9,338.57,4632.92,2827.57,34.22,974.72,1229.72,08/05/2024
S1626,F250,FP0095,M017,Maize,1058.88,320.62,2737.27,4309.81,50.76,819.73,979.34,19/06/2024
S1627,F203,FP0116,M963,Sorghum,2289.36,268.51,5644.75,2482.28,8.35,1959.47,2248.2,13/11/2024
S1628,F248,FP0877,M977,Maize,1046.33,255.35,3142.03,4698.3,23.36,870.08,973.74,13/02/2024
S1629,F220,FP0015,M750,Maize,1982.88,321.43,5150.83,1850.11,37.42,1967.73,2525.27,06/03/2024
S1630,F222,FP1197,M340,Sorghum,1963.43,290.71,6420.6,2957.75,5.38,1410.92,1778.43,16/11/2024
S1631,F112,FP0683,M138,Maize,1460.03,123.51,5554.85,2863.69,4.07,1211.17,1356.95,30/05/2024
S1632,F278,FP1344,M533,Yam,1297.86,238.14,6394.48,2478.71,40.06,1239.43,1462.94,29/04/2024
S1633,F214,FP1056,M186,Yam,1221.72,329.69,2474.27,1155.71,38.12,1172.09,1473.9,15/07/2024
S1634,F166,FP1011,M925,Maize,1853.61,205.01,6466.36,5067.21,57.48,1555.67,1844.44,22/06/2024
S1635,F113,FP1018,M228,Sorghum,1304.69,215.98,5129.52,5801.36,1.69,1168.06,1442.74,17/06/2024
S1636,F210,FP1402,M446,Maize,2113.06,302.69,8696.22,3810.03,1.3,1851.77,2076.95,30/10/2024
S1637,F260,FP0754,M423,Sorghum,2331.08,217.35,8225.96,4093.86,66.81,2183.81,2486.75,11/05/2024
S1638,F129,FP0434,M921,Cassava,1758.41,336.41,6363.27,3021.16,54.59,1418.36,1696.76,04/05/2024
S1639,F120,FP1207,M423,Sorghum,2102.76,244.51,4742.62,4825.27,13.42,1558.78,1728.4,11/08/2024
S1640,F037,FP0178,M639,Sorghum,1875.33,351.98,4730.76,3171.96,33.54,1601.42,1970.29,04/10/2024
S1641,F147,FP0221,M826,Rice,1662.25,318.23,4374.25,1831.79,25.65,1550.3,1751.04,29/05/2024
S1642,F047,FP0085,M686,Cassava,1173.03,266.42,4141.93,442.82,34.4,950.92,1047.55,30/01/2024
S1643,F131,FP0926,M803,Maize,1676.02,206.4,1479.59,3976.11,46.88,1292.57,1633.6,04/08/2024
S1644,F090,FP0679,M351,Cassava,2538.19,43.78,5143.7,5567.34,81.29,2038.53,2640.51,05/02/2024
S1645,F292,FP1115,M664,Yam,1418.18,157.08,6117.27,3051.48,49.27,1138.04,1403.85,03/11/2024
S1646,F069,FP1140,M704,Rice,1685.38,99.51,5145.25,5159.85,47.7,1529.86,1943.54,11/11/2024
S1647,F183,FP0949,M016,Maize,1638.91,210.77,4229.81,1821.24,8.59,1294.56,1509.1,10/09/2024
S1648,F155,FP1097,M197,Cassava,1860.7,221.39,5463.13,3373.03,20.75,1424.96,1568.51,26/08/2024
S1649,F086,FP1240,M423,Rice,1529.41,322.2,4657.64,2900.83,56.17,1356.86,1557.41,11/07/2024
S1650,F152,FP0095,M442,Rice,945.39,267.42,4821.59,5415.44,46.79,720.0,818.53,06/01/2024
S1651,F018,FP0136,M464,Rice,1330.22,113.42,6236.14,3519.79,7.66,960.58,1062.4,13/08/2024
S1652,F294,FP0476,M557,Maize,1295.78,132.92,5038.13,4986.49,49.6,982.62,1195.98,16/01/2024
S1653,F074,FP0420,M473,Rice,1766.07,220.7,7105.09,235.59,19.33,1341.75,1552.16,30/03/2024
S1654,F223,FP0593,M266,Maize,1923.64,302.06,7674.87,2718.24,17.17,1542.65,1868.0,31/03/2024
S1655,F251,FP1338,M937,Cassava,2161.19,83.29,7186.72,1370.12,2.27,2059.32,2640.32,13/07/2024
S1656,F246,FP0187,M337,Cassava,1073.93,115.03,1274.9,4620.49,18.17,962.74,1229.42,05/06/2024
S1657,F021,FP0989,M999,Cassava,2115.57,186.39,5647.3,2276.54,39.39,1770.44,2078.37,26/09/2024
S1658,F037,FP0784,M805,Maize,1740.02,176.43,3323.28,1181.01,76.71,1728.07,2245.69,01/03/2024
S1659,F283,FP0862,M853,Cassava,2190.97,235.42,4972.99,1339.9,87.08,1628.61,2092.49,29/09/2024
S1660,F098,FP0508,M644,Cassava,1650.15,186.56,7116.95,3441.25,49.47,1342.33,1577.04,24/01/2024
S1661,F112,FP0717,M097,Rice,1976.49,190.14,3214.01,3557.51,84.44,1836.01,2235.28,17/03/2024
S1662,F204,FP1213,M476,Cassava,2586.1,247.64,10536.75,2622.67,102.88,2064.49,2292.93,17/09/2024
S1663,F283,FP1311,M475,Maize,837.22,344.56,3133.76,4010.21,8.76,829.28,1059.13,28/08/2024
S1664,F021,FP1299,M260,Yam,1676.54,105.18,6218.2,2456.18,14.04,1571.42,1921.81,26/11/2024
S1665,F257,FP1192,M849,Cassava,2571.79,223.37,8079.09,2358.58,66.72,2379.78,2795.89,13/06/2024
S1666,F146,FP1334,M127,Yam,2139.44,249.06,3399.93,3048.74,51.7,1954.9,2355.84,30/08/2024
S1667,F153,FP0592,M931,Sorghum,1928.68,255.48,3480.4,1934.98,88.83,1505.34,1776.59,28/11/2024
S1668,F214,FP1388,M023,Cassava,1865.0,165.59,6068.69,347.38,18.93,1325.98,1516.8,21/07/2024
S1669,F229,FP1132,M801,Cassava,2297.58,305.62,6650.53,4854.73,43.32,1758.98,2084.4,10/07/2024
S1670,F241,FP0657,M356,Rice,1593.82,138.15,7156.25,2870.67,59.9,1237.38,1382.09,15/08/2024
S1671,F196,FP0145,M977,Sorghum,1735.16,132.44,2955.87,1554.84,3.57,1484.68,1701.5,14/11/2024
S1672,F063,FP0285,M484,Rice,2158.51,261.2,7070.25,1790.23,46.68,1728.78,2057.65,11/09/2024
S1673,F183,FP0834,M717,Cassava,2674.17,102.0,2108.96,3542.87,24.01,2126.25,2501.48,15/05/2024
S1674,F112,FP0308,M678,Sorghum,1401.28,315.22,6649.85,3261.77,5.77,1252.19,1467.34,19/09/2024
S1675,F090,FP0455,M238,Cassava,2057.95,203.23,7782.92,2681.63,28.44,1778.06,1983.66,20/02/2024
S1676,F167,FP0839,M519,Rice,1816.39,241.49,7055.31,3601.2,49.59,1336.09,1565.96,10/04/2024
S1677,F074,FP1440,M657,Rice,1578.41,221.58,5661.73,4124.65,58.81,1424.57,1638.26,07/04/2024
S1678,F288,FP0378,M692,Sorghum,2104.62,216.77,2985.61,3252.35,105.06,1918.77,2493.63,13/05/2024
S1679,F070,FP1342,M376,Yam,719.35,273.78,7215.8,3640.8,29.58,505.39,586.2,26/07/2024
S1680,F161,FP0032,M824,Sorghum,1707.94,370.31,5091.26,2745.27,1.02,1616.66,2023.35,17/03/2024
S1681,F281,FP1303,M748,Cassava,973.93,169.85,3639.57,2364.96,35.22,934.62,1070.62,30/08/2024
S1682,F260,FP0507,M521,Yam,1981.31,191.74,4413.32,2331.98,54.75,1525.84,1857.56,24/08/2024
S1683,F290,FP1499,M853,Yam,2065.9,115.39,3508.02,0.04,87.37,1657.26,1851.45,23/12/2024
S1684,F004,FP1500,M263,Maize,1679.04,128.8,8373.3,1964.79,71.61,1385.72,1645.87,10/07/2024
S1685,F214,FP0943,M997,Maize,2187.15,289.63,4620.4,1670.27,33.42,1622.18,2067.87,12/09/2024
S1686,F229,FP0304,M062,Yam,2020.65,289.65,6273.82,2287.31,34.33,1905.72,2414.28,05/08/2024
S1687,F025,FP1412,M222,Sorghum,1533.5,284.79,6430.47,2409.97,59.7,1388.94,1639.88,02/06/2024
S1688,F035,FP0217,M721,Cassava,1006.41,225.49,6132.99,4441.18,39.52,802.94,886.97,19/03/2024
S1689,F090,FP1066,M365,Sorghum,774.72,168.65,4930.12,1639.01,22.01,769.43,999.38,07/11/2024
S1690,F052,FP0103,M361,Yam,2079.35,211.68,2551.23,1660.84,39.64,1813.53,2136.66,02/02/2024
S1691,F093,FP0427,M656,Sorghum,2667.02,266.89,4092.11,4375.4,14.49,2294.56,2610.45,19/08/2024
S1692,F287,FP1090,M460,Sorghum,1928.25,203.91,3044.12,2081.37,16.53,1719.42,1996.12,31/03/2024
S1693,F108,FP1264,M216,Cassava,810.49,381.88,6725.51,1754.89,19.8,575.14,711.91,11/04/2024
S1694,F025,FP0179,M395,Cassava,1659.08,195.42,1086.59,949.83,23.54,1195.94,1545.87,29/05/2024
S1695,F072,FP0223,M276,Sorghum,2082.37,314.32,1186.41,5115.99,5.98,1869.7,2082.84,06/01/2024
S1696,F259,FP0969,M007,Cassava,2032.32,235.07,6794.01,3736.24,41.75,1527.39,1942.75,26/02/2024
S1697,F263,FP0360,M518,Yam,1434.3,352.99,4236.74,4110.19,53.29,1059.58,1254.21,15/04/2024
S1698,F118,FP0852,M935,Yam,1713.23,269.11,7326.65,4427.67,37.02,1266.04,1444.72,22/03/2024
S1699,F077,FP1195,M513,Sorghum,2528.85,249.05,6505.7,2500.03,74.28,2228.2,2869.54,16/12/2024
S1700,F235,FP1431,M107,Yam,1597.35,274.09,7432.89,1481.14,79.16,1338.08,1525.87,02/02/2024
S1701,F203,FP0134,M771,Rice,2311.12,281.02,7971.32,1597.74,28.52,2189.5,2673.31,18/10/2024
S1702,F030,FP0096,M215,Maize,2276.58,191.63,6044.33,1140.88,65.58,2194.1,2615.46,27/05/2024
S1703,F206,FP0942,M928,Rice,2301.13,211.02,2794.47,4102.84,39.9,2056.96,2640.68,19/07/2024
S1704,F190,FP0138,M948,Cassava,1944.78,183.64,5131.78,5497.71,17.03,1719.01,2169.39,01/04/2024
S1705,F282,FP0411,M678,Cassava,1666.12,332.59,2207.99,3545.45,38.14,1616.12,2014.73,23/12/2024
S1706,F115,FP0051,M369,Cassava,1620.48,220.43,1311.28,1824.22,76.62,1410.76,1662.88,21/03/2024
S1707,F115,FP0679,M435,Maize,1597.66,101.6,6654.92,2931.26,23.32,1249.58,1531.51,23/12/2024
S1708,F040,FP0182,M490,Yam,2251.11,327.35,7671.56,6213.19,102.28,2066.43,2645.95,10/10/2024
S1709,F092,FP1185,M149,Sorghum,1238.33,199.6,1803.89,2423.82,46.77,911.87,1070.3,15/06/2024
S1710,F234,FP1399,M547,Maize,2165.56,333.61,2622.12,3662.64,22.45,1782.32,2019.31,24/08/2024
S1711,F036,FP1498,M223,Yam,1887.8,229.36,3338.43,2510.42,63.77,1336.59,1641.03,14/07/2024
S1712,F292,FP0574,M129,Maize,2700.37,193.64,5945.41,2905.53,26.25,2168.66,2558.73,06/01/2024
S1713,F150,FP0690,M813,Yam,1888.51,265.87,7467.83,1868.83,12.89,1463.94,1817.95,05/09/2024
S1714,F244,FP0886,M587,Yam,2392.93,221.44,9486.49,1364.95,78.61,2006.25,2240.0,12/03/2024
S1715,F083,FP0056,M702,Maize,1708.15,263.59,2055.29,4100.93,13.78,1436.96,1660.88,06/11/2024
S1716,F123,FP1062,M999,Yam,1512.7,216.5,6142.45,5085.97,40.44,1104.5,1279.93,27/03/2024
S1717,F082,FP0661,M405,Cassava,2035.01,247.24,9312.7,2428.96,68.92,1471.87,1843.84,13/08/2024
S1718,F113,FP1159,M775,Sorghum,1612.01,200.72,3668.1,1383.48,2.78,1301.58,1488.14,20/04/2024
S1719,F242,FP0522,M370,Sorghum,2551.9,247.24,6575.49,6206.42,81.0,2124.76,2357.53,24/11/2024
S1720,F013,FP0272,M720,Rice,1453.73,156.56,3921.59,2543.57,7.47,1306.56,1609.69,15/08/2024
S1721,F048,FP0617,M474,Cassava,1691.96,197.85,4392.43,1086.5,65.34,1210.98,1333.21,07/05/2024
S1722,F129,FP0904,M383,Yam,1951.9,68.46,6139.52,2513.73,8.92,1585.71,1819.93,15/01/2024
S1723,F049,FP1091,M787,Maize,701.25,328.81,5421.46,3962.81,6.74,699.0,816.03,22/04/2024
S1724,F235,FP0680,M993,Cassava,2203.9,237.27,6002.53,1462.41,92.06,2176.62,2436.34,26/03/2024
S1725,F113,FP0543,M007,Rice,1912.48,262.45,5518.06,3007.12,77.99,1363.99,1640.2,14/10/2024
S1726,F175,FP0513,M990,Yam,1574.92,36.8,3902.87,2667.46,73.57,1398.59,1713.18,07/08/2024
S1727,F296,FP0721,M345,Cassava,2548.38,234.57,6469.5,806.66,45.43,1876.22,2144.06,08/01/2024
S1728,F294,FP0968,M292,Yam,1731.13,136.84,7246.85,4015.49,33.69,1420.64,1652.56,22/04/2024
S1729,F224,FP0801,M944,Rice,1896.43,346.29,6467.97,272.78,61.63,1365.06,1724.09,23/01/2024
S1730,F217,FP0396,M209,Sorghum,1780.39,246.25,7903.41,2264.55,26.84,1282.24,1466.51,12/09/2024
S1731,F065,FP0321,M010,Sorghum,1893.59,221.06,7571.49,616.24,50.77,1883.99,2110.75,28/03/2024
S1732,F248,FP0071,M664,Yam,1298.73,325.36,6111.69,3220.98,21.06,1007.27,1127.08,13/12/2024
S1733,F036,FP0988,M167,Cassava,1205.27,282.93,5918.24,987.08,8.01,1177.99,1477.53,21/11/2024
S1734,F110,FP0099,M241,Yam,1470.78,320.2,1234.03,714.6,71.92,1365.64,1690.01,04/02/2024
S1735,F067,FP1242,M999,Yam,1790.93,260.53,10060.74,2658.16,52.39,1433.7,1751.56,18/09/2024
S1736,F152,FP0347,M816,Maize,1684.61,184.21,2785.87,1487.26,49.48,1502.97,1723.13,29/04/2024
S1737,F084,FP0192,M041,Cassava,1940.48,238.74,8618.35,1764.98,12.04,1370.69,1715.81,07/08/2024
S1738,F067,FP0074,M005,Rice,1462.86,84.81,4709.32,2586.08,4.38,1356.33,1660.08,12/09/2024
